"armed","무장한; 무기[총]를 가진","형용사"
"invincible","무적의; 이길 수 없는","형용사"
"arms","무기","명사"
"radar","레이더; 전파 탐지기","명사"
"infringe","위반하다; 침해하다; 제한하다","동사"
"salvage","구조; 인양; 구조하다","명사/동사"
"detector","탐지기","명사"
"offset","상쇄하다; 벌충하다","동사"
"rebel","반역자; 반란; 반항하다; 저항하다","명사/동사"
"mankind","인류; 인간; 사람들","명사"
"aerial","공중의; 대기의; 항공기에 의한","형용사"
"humanitarian","인도주의적인","형용사"
"deteriorate","악화되다; 더 나빠지다","동사"
"defector","탈주자; 망명자","명사"
"settlement","정착; 합의; 해결","명사"
"standardize","표준화하다; 획일화하다","동사"
"invigorate","기운이 나게 하다; 활성화하다","동사"
"tension","긴장; 갈등; 팽팽하게 하다","명사/동사"
"normalize","정상화하다","동사"
"denuclearization","비핵화","명사"
"security","안보; 보안","명사"
"Ministry of Justice","법무부","명사"
"civil complaint","민원","명사"
"wrongdoing","법령[부정] 행위; 비행","명사"
"execution","처형; 사형; 실행; 수행","명사"
"clause","절; 조항; 조목","명사"
"verdict","평결; 판결; 결정","명사"
"prevention","예방; 방지","명사"
"compliance","준수; 따름","명사"
"amendment","개정; 수정","명사"
"petition","청원(서); 탄원(서); 청원[탄원]하다","명사/동사"
"defendant","피고(인)","명사"
"plaintiff","원고; 고소인","명사"
"bondage","구속; 결박","명사"
"prisoner","재소자; 죄수; 포로","명사"
"perjury","위증(죄)","명사"
"juvenile","청소년; 청소년의","명사/형용사"
"probation","보호 관찰; 집행 유예; 근신","명사"
"parole","가석방; 가석방하다","명사/동사"
"offender","범죄자; 나쁜 짓을 하는 사람","명사"
"constitution","헌법; 체질; 구성","명사"
"supervision","관리; 감독; 감시","명사"
"violate","위반하다; 침해하다","동사"
"counselor","상담원; 조언자; 변호사","명사"
"legislation","법률의 제정; 입법 행위","명사"
"confidential","비밀의; 기밀의","형용사"
"unreasonable","불합리한; 부당한; 지나친","형용사"
"disposal","처리; 처분","명사"
"rectify","바로잡다; 수정하다","동사"
"appraisal","평가; 판단","명사"
"Ministry of the Interior and Safety","행정안전부","명사"
"Ministry of Trade, Industry and Energy","산업통상자원부","명사"
"minister","장관; 목사","명사"
"administration","행정(부); 관리; 집행","명사"
"public","대중; 사람들; 대중의; 공공의","명사/형용사"
"municipal","지방 자치제의; 시의","형용사"
"mayor","시장; 단체장","명사"
"autonomous","자주적인; 자치의","형용사"
"empower","권한을 주다; 자율권을 주다","동사"
"sustainable","지속 가능한; 유지 가능한","형용사"
"disadvantaged","사회적으로 혜택을 받지 못한","형용사"
"policy","정책; 방침","명사"
"participation","참여; 참가","명사"
"corruption","부패; 타락; 오염","명사"
"trustworthy","신뢰할 수 있는","형용사"
"bribery","뇌물 수수","명사"
"organization","구조; 조직; 단체; 기구","명사"
"accountable","책임이 있는","형용사"
"initiative","계획; 진취성; 주도권","명사"
"pivotal","중심이 되는; 중요한","형용사"
"industrial","산업의; 공업의","형용사"
"competitiveness","경쟁력","명사"
"greenhouse gas","온실 가스","명사"
"supply chain","공급망","명사"
"investment","투자(금)","명사"
"Gross Domestic Product(GDP)","국내총생산","명사"
"Free Trade Agreement(FTA)","자유무역협정","명사"
"Ministry of Education","교육부","명사"
"Ministry of Science and ICT","과학기술정보통신부","명사"
"consolidate","통합하다; 공고히 하다","동사"
"narrow down","좁히다; 줄이다","숙어"
"regional","지방의; 지역의","형용사"
"entrust","맡기다; 위임하다","동사"
"upper","위쪽의; 상부의; 상급의","형용사"
"intermittent","간헐적인; 간간이 일어나는","형용사"
"transcript","(학생의) 성적 증명서; 사본","명사"
"bachelor","학사 (학위); 미혼 남자","명사"
"doctor","박사 (학위); 의사","명사"
"kindergarten","유치원; 유아원","명사"
"savvy","요령; 상식; 요령[상식]이 있는","명사/형용사"
"prowess","기량; 솜씨","명사"
"elementary","초급의; 초등의; 기본적인","형용사"
"periodical","정기 간행물[특히 학술지]; 정기 간행의","명사/형용사"
"puberty","사춘기","명사"
"childhood","어린 시절; 유년기","명사"
"breakthrough","돌파구; 획기적 발전","명사"
"catalyst","촉매; 기폭제","명사"
"courseware","(어떤 과목을 가르치기 위한) 교육용 프로그램","명사"
"sprout","싹기다; 나타나다; 싹이 나다; 자라기 시작하다","동사"
"tailor","재단사; 맞추다; 조정하다","명사/동사"
"statistical","통계의; 통계적인","형용사"
"hereditary","유전적인; 세습되는","형용사"
"metaverse","시아버 공간; 가상 공간","명사"
"revision","수정[정정] 사항; 검토; 변경","명사"
"liquid","액체; 액체의; 액상의","명사/형용사"
"consultative","고문[자문]의; 상담의","형용사"
"fallacy","오류; 틀린 생각","명사"
"classification","분류; 구형; 범주","명사"
"homogeneous","동종의; 동질의","형용사"
"mammal","포유동물","명사"
"amphibian","양서류","명사"
"reptile","파충류","명사"
"Artificial Intelligence(AI)","인공 지능","명사"
"Ministry of Land, Infrastructure, and Transport","국토교통부","명사"
"public institution","공공 기관","명사"
"innovation","혁신; 쇄신","명사"
"sightseeing","관광","명사"
"residence","주택; 거주지","명사"
"mobility","이동성; 가동성; 유동성","명사"
"convenience","편의; 편리; 편의 시설","명사"
