"counter","계산대; 판매대; 반대하다; 거스르다; 대응하다","명사/동사"
"crash","충돌; 굉음; 충돌하다; 부딪치다","명사/동사"
"cure","치유약; 치료법; 치유하다; 고치다","명사/동사"
"dare","모험; 도전; ~할 용기가 있다","명사/동사"
"dash","돌진; 질주; 서둘러 가다","명사/동사"
"defeat","패배; 패배시키다","명사/동사"
"deliberate","고의의; 신중한; 숙고하다","형용사/동사"
"delight","기쁨; 즐거움; 기쁘게 하다","명사/동사"
"deposit","침전물; 예금; 보증금; 말기다; 두다; 예금하다","명사/동사"
"desire","요구; 욕망; 바라다; 원하다","명사/동사"
"despair","절망; 절망하다; 체념하다","명사/동사"
"discharge","방출; 배출; 집을 내리다; 방출하다","명사/동사"
"display","전시; 진열; 전시하다; 드러내다","명사/동사"
"document","문서; 서류; 기록하다","명사/동사"
"dose","복용량; 투약하다; 조제하다","명사/동사"
"doubt","의심; 의혹; 의심하다","명사/동사"
"draft","원고; 초안; 징집; (초안을) 작성하다; 징집하다","명사/동사"
"drain","배수관; 물을 빼다; 고갈시키다","명사/동사"
"ease","안락; 편함; 완화시키다; 편하게 하다","명사/동사"
"empty","비어 있는; 비우다","형용사/동사"
"encounter","만남; 접촉; 맞닥뜨리다","명사/동사"
"envy","부러움; 선망; 부러워하다","명사/동사"
"erect","똑바로 선; 세우다; 건립하다","형용사/동사"
"escape","탈출; 도피; 탈출하다","명사/동사"
"estimate","추정치; 추산; 추정하다; 추산하다","명사/동사"
"even","~조차; 훨씬; 평평한; 짝수의","부사/형용사"
"excess","과도; 지나침; 초과한","명사/형용사"
"excuse","변명; 이유; 용서하다; 변명하다","명사/동사"
"experience","경험; 경험하다","명사/동사"
"export","수출; 수출하다","명사/동사"
"extract","추출; 발췌; 추출하다; 뽑아내다","명사/동사"
"extreme","극단; 극한; 극도의; 극심한","명사/형용사"
"faint","기절; 희미한; 기절하다","명사/형용사/동사"
"fair","박람회; 품평회; 공정한","명사/형용사"
"feature","특징; 특징으로 삼다","명사/동사"
"feed","먹이; 먹이를 주다","명사/동사"
"female","여성; 여성의","명사/형용사"
"filter","필터; 여과 장치; 여과하다; 거르다","명사/동사"
"finance","재정; 재원; 자금을 대다","명사/동사"
"firm","회사; 견고한; 딱딱한","명사/형용사"
"fit","건강한; 적합한; 맞다; 적합하다","형용사/동사"
"flock","떼; 무리; 모이다; 떼 지어 가다","명사/동사"
"flood","홍수; 물에 잠기다","명사/동사"
"force","힘; 물리력; 강요하다; 하게 만들다","명사/동사"
"forecast","예보; 예측; 예보하다; 예측하다","명사/동사"
"freeze","동결; 한파; 얼다; 얼리다","명사/동사"
"frown","찌푸림; 찌푸리다","명사/동사"
"fuel","연료; 연료를 공급하다","명사/동사"
"function","기능; 기능하다; 작용하다","명사/동사"
"fund","기금; 기금[자금]을 대다","명사/동사"
"fuse","퓨즈; 도화선; 융합되다","명사/동사"
"gain","증가; 얻다","명사/동사"
"gaze","응시; 시선; 응시하다; 바라보다","명사/동사"
"glare","섬광; 눈부신 빛; 빛나다; 노려보다","명사/동사"
"glow","빛빛; 빛나다; 상기되다","명사/동사"
"graduate","대학 졸업자; 졸업하다","명사/동사"
"grant","보조금; 승인하다; 인정하다; 주다","명사/동사"
"grasp","꽉 쥐기; 지배; 이해; 움켜잡다; 파악하다; 이해하다","명사/동사"
"grave","무덤; 심각한","명사/형용사"
"guarantee","보증; 확약; 보장하다","명사/동사"
"halt","멈춤; 중단; 중단시키다; 멈추다","명사/동사"
"handicap","장애; 불리한 조건; 불리하게 만들다","명사/동사"
"handle","손잡이; 다루다; 처리하다","명사/동사"
"harvest","수확; 수확물; 거뒀들이다; 수확하다","명사/동사"
"hire","빌림; 대여; 고용하다; 빌리다","명사/동사"
"honor / honour","명예; 존경하다; 공경하다","명사/동사"
"host","주인; 주최자[국]; 주최하다","명사/동사"
"implement","도구; 용구; 시행하다; 이행하다","명사/동사"
"import","수입; 수입품; 수입하다; 내포하다","명사/동사"
"increase","증가; 인상; 증가하다; 늘다","명사/동사"
"individual","개인; 각각의; 개인의","명사/형용사"
"initial","이름의 첫 글자; 처음의; 초기의","명사/형용사"
"input","투입; 입력; 입력하다","명사/동사"
"insert","삽입; 끼우다; 넣다","명사/동사"
"insult","모욕; 모욕하다","명사/동사"
"interest","관심; 흥미; 관심을 끌다; 관심을 보이다","명사/동사"
"joint","관절; 이음매; 공동의","명사/형용사"
"judge","판사; 심판; 판단하다","명사/동사"
"junior","하급자; 후배; 하급의; 부하의","명사/형용사"
"knot","매듭; 묶다; 엮히다","명사/동사"
"lack","부족; 결핍; 부족하다","명사/동사"
"launch","개시; 출시; 착수하다; 출시하다","명사/동사"
"lead","선두; 안내하다; 이끌다","명사/동사"
"leak","새는 곳; 누설; 새다","명사/동사"
"leap","도약; 뛰어오르다","명사/동사"
"license / licence","면허; 자격증; 허가하다","명사/동사"
"limit","제한; 한계; 제한하다","명사/동사"
"load","짐; 하중; 부담; 싣다; 대우다","명사/동사"
"loan","대출; 대여; 빌려주다; 대출하다","명사/동사"
"lot","많음; (토지의) 한 구획; 부지; 제비뽑기","명사"
"major","전공; 주요한; 주된","명사/형용사"
"manifest","명백한; 뚜렷한; 명시하다; 드러내다","형용사/동사"
"mark","자국; 흔적; 표시하다","명사/동사"
"marvel","경이로운 것; 경이로워하다","명사/동사"
"mass","덩어리; 질량; 대중; 대량의; 모이다","명사/형용사/동사"
"master","주인; 숙련자; 석사 (학위); 완전히 익히다; 숙달하다","명사/동사"
"match","성냥; 시합; 어울리다; (시합) 맞다","명사/동사"
"matter","문제; 상황; 문제되다; 중요하다","명사/동사"
"maximum","최고; 최대; 최고의; 최대의","명사/형용사"
"mean","비열한; 잣궃은; 의미하다; 뜻하다","형용사/동사"
"measure","조치; 척도; 측정하다","명사/동사"
"medium","매체; 중간의","명사/형용사"
"mention","언급; 언급하다","명사/동사"
"mess","영망인 상태; 영망으로 만들다","명사/동사"
"monitor","화면; 모니터; 감시하다; 관찰하다","명사/동사"
"murder","살인; 살인하다","명사/동사"
"nail","손톱; 못; 못으로 박다; 고정하다","명사/동사"
"native","현지인; 출생지의; 선천적인","명사/형용사"
"noble","귀족; 고결한; 응장한","명사/형용사"
"notice","주목; 공지; 안내; 주목하다; 알다","명사/동사"
"object","물체; 물건; 반대하다","명사/동사"
"orbit","궤도; 궤도를 돌다","명사/동사"
"own","자신의; 고유한; 소유하다","형용사/동사"
"parallel","평행한; 평행; 유사물","형용사/명사"
"pardon","사면; 용서; 사면하다; 용서하다","명사/동사"
"patient","환자; 참을성 있는","명사/형용사"
"pause","멈춤; 휴지; 중지; 잠시 멈추다; 정지시키다","명사/동사"
"pile","무더기; 더미; 쌓다; 포개다","명사/동사"
"pinch","꼬집기; 꼬집다; 꽉 집다","명사/동사"
"pioneer","개척자; 선구자; 개척하다","명사/동사"
"pitch","정점; 최고조; 던지다","명사/동사"
"pity","연민; 유감; 동정; 불쌍히 여기다; 동정하다","명사/동사"
"plant","식물; 공장; 심다","명사/동사"
"poison","독; 독살하다","명사/동사"
"polish","닦기; 광택; 닦다; 광택을 내다","명사/동사"
"poll","여론 조사; 투표; 득표하다; 여론 조사를 하다","명사/동사"
"post","우편; 우편물; 직책; 기둥; 발송하다; 배치하다; 게시하다","명사/동사"
"potential","가능성; 잠재력; 잠재적인","명사/형용사"
"practice","습관; 관습; 연습","명사"
"press","신문; 언론; 인쇄; 누르다; 꽉 쥐다; 강조하다","명사/동사"
"prime","전성기; 주된; 뛰어난","명사/형용사"
"principal","교장; 학장; 총장; 주요한; 주된","명사/형용사"
"privilege","특권; 특권을 주다","명사/동사"
"process","과정; 진행; 가공하다; 처리하다","명사/동사"
"produce","생산물; 농산물; 생산하다","명사/동사"
"protest","항의; 시위; 항의하다","명사/동사"
"pump","펌프; 퍼 올리다","명사/동사"
"purchase","구입; 구입하다","명사/동사"
"rally","집회; 결집하다","명사/동사"
"range","범위; 정렬하다; 배치하다","명사/동사"
"rank","지위; 계급; 등급; 매기다; 등급을 차지하다","명사/동사"
"rate","비율; 요금; 평가하다","명사/동사"
"rear","뒤쪽; 기르다; 부양하다","명사/동사"
"regard","관심; 존경; 안부; 여기다; 대하다","명사/동사"
"regret","후회; 후회하다; 유감스럽게 생각하다","명사/동사"
"relative","친척; 상대적인","명사/형용사"
"release","석방; 개봉; 풀어 주다; 방출하다; 개봉하다","명사/동사"
"remark","발언; 주목; 일어차리다; 주목하다","명사/동사"
"remedy","치료; 해결책; 바로잡다; 개선하다","명사/동사"
"rent","임세; 임차료; 빌리다; 세내다","명사/동사"
"repair","수리; 수선; 수리하다","명사/동사"
"rescue","구출; 구조; 구하다; 구출하다","명사/동사"
"rest","나머지; 휴식; 쉬다; 휴식하다","명사/동사"
"result","결과; 발생하다; 생기다","명사/동사"
"retail","소매; 소매하다","명사/동사"
"retreat","퇴각; 후퇴; 퇴각하다; 후퇴하다","명사/동사"
"reward","보상; 보상금; 보상하다","명사/동사"
"riot","폭동; 폭동을 일으키다","명사/동사"
"risk","위험; 위험 요소; 위태롭게 하다; (위험을) 무릅쓰다","명사/동사"
"rival","경쟁자; 필적하다","명사/동사"
"roar","포효; 함성; 으르렁거리다; 함성을 지르다","명사/동사"
"routine","일상; 일상적인","명사/형용사"
"ruin","붕괴; 몰락; 망치다","명사/동사"
"rule","규칙; 지배; 통치; 지배하다; 통치하다","명사/동사"
"rush","돌진; 분주함; 서두르다","명사/동사"
"scan","검사; 훑어보기; 살피다; 훑어보다","명사/동사"
"scheme","책략; 계획; 책략을 꾸미다; 획책하다","명사/동사"
"screw","나사; 나사못; 나사로 조이다; 비틀다","명사/동사"
"seal","직인; 인장; 밀봉하다","명사/동사"
"senior","연장자; 선배; 연상의; 선배의","명사/형용사"
"sense","감각; 느낌; 느끼다","명사/동사"
"sentence","문장; 선고; 선고하다","명사/동사"
"separate","분리된; 분리하다; 나누다","형용사/동사"
"shade","그늘; 그늘지게 하다; 가리다","명사/동사"
"shake","흔들림; 떨림; 흔들다; 떨리게 하다","명사/동사"
"shame","창피함; 수치심; 창피하게 하다; 망신시키다","명사/동사"
"shape","모양; 형체; (어떤 모양으로) 만들다; 빚다","명사/동사"
"share","몫; 지분; 나누다; 공유하다","명사/동사"
"shelter","주거지; 피난처; 피하다; 보호하다","명사/동사"
"shield","방패; 보호물; 보호하다; 가리다","명사/동사"
"shoot","촬영; 쏘다","명사/동사"
"sign","징후; 신호; 표지판; 서명하다; 신호를 보내다","명사/동사"
"sink","싱크대; 가라앉다; 침몰시키다","명사/동사"
"slaughter","도살; 학살; 도살하다; 학살하다","명사/동사"
"smash","충돌; 사고; 박살내다; 부딪치다","명사/동사"
"subordinate","부하; 하급자; 하급의; 종속된; 부차적인","명사/형용사"
"sniff","콧궁거림; 코를 훌쩍이다; 콧궁거리다; 냄새를 맡다","명사/동사"
"sort","종류; 유형; 분류하다; 구분하다","명사/동사"
"span","한 뼘; 기간; (기간에) 걸치다","명사/동사"
"spark","스파크; 불꽃; 촉발시키다; 유발하다","명사/동사"
"spill","유출; 유출물; 쏟다; 흘리다","명사/동사"
"spite","악의; 심술; 괴롭히다","명사/동사"
"split","틈; 분열; 쪼개다; 분리시키다","명사/동사"
"spot","점; 얼룩; 발견하다; 찾다","명사/동사"
"squeeze","짜기; 압박; 축소; 짜내다","명사/동사"
"stack","더미; 무더기; 쌓아올리다","명사/동사"
