"reform","개혁[개선; 개혁하다; 개선하다","명사/동사"
"extensive","넓은; 광범위한","형용사"
"negligible","무시해도 될 정도의; 사소한; 하잘은","형용사"
"visible","(눈에) 보이는; 가시적인","형용사"
"instant","즉각적인","형용사"
"refund","환불; 환불하다; 상환하다","명사/동사"
"portable","휴대용의; 간편한","형용사"
"intelligent","총명한; 지능이 있는","형용사"
"adequate","충분한; 적절한","형용사"
"afflict","괴롭히다; 시달리게 하다","동사"
"arrogant","거만한","형용사"
"delegate","대표; 사절; 위임하다; 대표로 파견하다","명사/동사"
"uphold","유지시키[대응호하대]; 시치하다","동사"
"refute","논박[반박]하다","동사"
"unanimous","만장일치의; 합의의","형용사"
"synonymous","동의어의; 같은 뜻의","형용사"
"predicament","곤경; 궁지","명사"
"complacence","자기만족; 안주","명사"
"renounce","버리다; 포기하다","동사"
"nurture","양육하다; 양성하다","동사"
"bizarre","이상한; 기괴한","형용사"
"intrepid","용기 있는; 두려움을 모르는","형용사"
"oblivious","의식하지 못하는; 잘 있어버리는","형용사"
"sedentary","앉아 있는; 활발하지 않은","형용사"
"auspicious","길조의; 상서로운","형용사"
"reiterate","반복하다; 되풀이하다","동사"
"fade","바래다; 희미해지다; 사라지다","동사"
"deviation","일탈; 탈선","명사"
"disinterest","무관심; 사심이 없음","명사"
"degrade","비하하다; 저하시키다","동사"
"dull","따분한; 둔한; 둔해지다; 약해지다","형용사/동사"
"durable","내구성이 있는; 오래가는; 튼튼한","형용사"
"ingenuous","순진한; 천진한","형용사"
"appeal","항소; 매력; 항소하다; 관심을 끌다","명사/동사"
"compliment","칭찬하다; 증정하다","동사"
"scrutinize","면밀히 조사하다; 세심히 살피다","동사"
"court","법정; (테니스 등을 하는) 코트; 구애하다","명사/동사"
"approval","인정; 승인; 찬성","명사"
"neutralization","중립화; 무효화","명사"
"sanction","승인 제재; 승인하다; 제재하다","명사/동사"
"arbitrary","임의적인; 제멋대로인","형용사"
"obscure","모호한; 이해하기 어려운; 무명의","형용사"
"plagiarize","표절하다","동사"
"compromise","타협; 화해; 양보; 타협하다; 급하[대양보하다]; ~을 위태롭게 하다","명사/동사"
"fancy","공상; 상상; 생각[상상]하다","명사/동사"
"versatile","다재다능한; 다방면의","형용사"
"volatile","변덕스러운; 불안한; 휘발성의","형용사"
"ambiguous","모호한; 애매한; 불분명한","형용사"
"economical","경제적인; 절약하는","형용사"
"minimum","최소의; 최저의","형용사"
"nebulous","흐릿한; 모호한; 애매한","형용사"
"compelling","강제적인; 설득력 있는","형용사"
"literate","글을 읽고 쓸 줄 아는; 교양 있는; 박식한","형용사"
"widow","미망인; 과부","명사"
"pretense","가식; 구실; 핑계","명사"
"strange","낯선; 이상한","형용사"
"defensive","방어의; 방어적인","형용사"
"threshold","문지방; 문턱; 한계점","명사"
"disguise","변장; 가장; 변장하다; 위장하다","명사/동사"
"repeal","무효로 하다; 폐지하다; 취소하다; 철회하다","동사"
"neutralize","중립화하다; 무효화하다","동사"
"divulge","(비밀을) 말하다; 누설하다","동사"
"appetite","식욕; 욕구","명사"
"differentiate","구별짓다; 식별하다","동사"
"grown","다 큰; 성인이 된","형용사"
"obstinate","고집 센; 완고한","형용사"
"minute","분; 잠간; 미세한; 사소한","명사/형용사"
"upright","똑바른; 수직의; 정직한","형용사"
"conscious","의식하고 있는; 자각하고 있는","형용사"
"subsequent","그 다음의; 이후의","형용사"
"stable","마구간; 안정된; 차분한","명사/형용사"
"allude","암시하다; 시사하다; 언급하다","동사"
"embody","구체화하다; 구현하다","동사"
"production","생산; 제작; 제조","명사"
"deduction","공제; 추론; 연역","명사"
"response","반응; 대답","명사"
"blunt","무딘; 무뚝뚝한; 직설적인","형용사"
"bound","~할 가능성이 큼; ~할 의무가 있는; ~행의","형용사"
"marvelous","놀라운; 믿을 수 없는","형용사"
"reconcile","화해시키다; 조제[조정]하다; 조화[일치]시키다","동사"
"extend","연장하다; 확장하다","동사"
"innocuous","악의 없는; 무해한","형용사"
"ambivalent","반대 감정이 양립하는; 양면가치의","형용사"
"close","가까운; 친한; 닫다; 마치다; 가까이; 밀접하게","형용사/동사/부사"
"see off","배웅하다","숙어"
"crucial","결정적인; 중대한","형용사"
"perpetual","영구적인; 끊임없는","형용사"
"conscientious","양심적인; 성실한","형용사"
"interrogate","질문하다; 심문하다","동사"
"nullify","취소하다; 무효 화하다","동사"
"fabricate","조립하다; 조작하다; 꾸며내다; 위조하다","동사"
"take ~ for granted","~을 당연하게 여기다","숙어"
"carry out","수행하다; 실행하다","숙어"
"cope with","~에 대처하다; 다루다","숙어"
"in spite of","~에도 불구하고","숙어"
"at odds with","~와 불화하여","숙어"
"precarious","불안정한; 위험한","형용사"
"gullible","잘 속는; 속기 쉬운","형용사"
"legitimate","합법적인; 정당한; 합법[정당]화하다","형용사/동사"
"satisfied","만족한","형용사"
"classify","분류하다; 구분하다","동사"
"dignify","위엄을 갖추다; 위엄있게 하다","동사"
"come into operation","작동[가동]하기 시작하다","숙어"
"suspected","의심나는; 의심쩍은","형용사"
"suspend","매달다; 정지하다; 연기하다","동사"
"devour","게걸스럽게 먹다","동사"
"sanitary","위생의; 위생적인; 깨끗한","형용사"
"precedented","선례가 있는","형용사"
"discreet","신중한; 분별 있는","형용사"
"break down","고장나다; 부수다","숙어"
"settle down","정착하다; ~을 진정시키다","숙어"
"dilapidated","황폐한; 허름어진; 낡아빠진","형용사"
"go through","겪다; 경험하다; 살펴보다; 조사하다","숙어"
"greedy","탐욕스러운; 욕심 많은","형용사"
"altruistic","이타적인","형용사"
"weary","몹시 지친; 피곤한; 싫증난","형용사"
"skeptical","의심 많은; 회의적인","형용사"
"explicit","분명한; 솔직한; 명백한","형용사"
"gutless","용기가 없는; 배짱이 없는","형용사"
"delicate","연약한; 섬세한; 정교한","형용사"
"successive","연속적인; 계속적인","형용사"
"novel","소설; 새로운; 참신한","명사/형용사"
"cover","덮다; 가리다; 숨기다; 감추다; 보도하다","동사"
"cast","출연자들; 던지다","명사/동사"
"charge","청구하다; 비난하다; 책임을 맡기다; 충전하다","동사"
"claim","주장; 주장하다; (묵숨을) 앗아가다","명사/동사"
"erode","침식[풍화]시키다[되다]; 약화시키다[되다]","동사"
"exhort","권하다; 권고[훈계]하다","동사"
"challenging","도전적인","형용사"
"depressive","우울증의; 우울한","형용사"
"demanding","지나친 요구를 하는; 힘든","형용사"
"conciliatory","달래는; 회유하는","형용사"
"compassionate","동정하는; 인정 많은","형용사"
"stubborn","고집 센; 완고한","형용사"
"deadlock","교착 상태; 막다름","명사"
"approximation","근사치; 근사","명사"
"receipt","영수증; 증서","명사"
"abnormally","이상하게; 비정상적으로","부사"
"loud","시끄러운","형용사"
"interference","간섭; 참견","명사"
"decline","감소하다; 거절하다","동사"
"leave out","~을 빼다; 생략하다","숙어"
"come up with","~을 생각해내다; 제시하다","숙어"
"wane","약해지다; 줄어들다","동사"
"impair","손상시키다; 악화시키다","동사"
"impromptu","즉흥적인; 즉석의","형용사"
"luxurious","사치스러운; 호화로운","형용사"
"advocate","지지자; 옹호자; 지지하다; 옹호하다","명사/동사"
"fluctuate","변동하다; 오르내리다","동사"
"duplicate","복사; 사본; 복사의; 사본의; 복사[복제]하다","명사/형용사/동사"
"favorable","호의적인; 유리한","형용사"
"mild","가벼운; 온화한","형용사"
"obsessed with","~에 사로잡힌","숙어"
"frivolous","우스운; 경솔한; 하잘은","형용사"
"headquarters","본부; 본사","명사"
"enduring","지속적인; 영속하는; 참을성 있는","형용사"
"disgraceful","수치스러운; 불명예스러운","형용사"
"detain","구금하다; 억류하다","동사"
"compare","비교하다","동사"
"attribute","속성; 특질; ~탓으로 하다","명사/동사"
"catch up with","~을 따라잡다","숙어"
"keep up with","(정보에 대해) 알게 되다; ~을 따르다; ~에 뒤지지 않다; ~와 연락하고 지내다","숙어"
"asymmetrical","균형이 잡히지 않은; 비대칭의","형용사"
"omnivorous","무엇이나 먹는; 잡식성의","형용사"
"immutable","불변의","형용사"
"provisional","임시의; 일시적인; 잠정적인","형용사"
"drastic","급격한; 격렬한","형용사"
"irresponsible","무책임한","형용사"
"prestigious","명성 있는","형용사"
"impudent","무례한; 버릇없는","형용사"
"curious","호기심 있는","형용사"
"criticize","비평하다; 비난하다","동사"
"captivate","매혹하다; 사로잡다","동사"
"steer clear of","~을 피하다","숙어"
"take up","(시간; 공간을) 차지하다","숙어"
"impeccable","완벽한; 무결점의","형용사"
"scrupulous","양심적인; 꼼꼼한","형용사"
"replenish","다시 채우다; 보충하다","동사"
"withstand","저항하다; 견디[이겨]내다","동사"
"delusion","망상; 착각","명사"
"decay","썩다; 부패하다; 부패시키다","동사"
"tenacious","고집 센; 완고한","형용사"
"crack","갈라지다; 깨지다","동사"
"argument","논쟁; 언쟁; 논의","명사"
"bitter","쓴; 신랄한","형용사"
"disperse","흩트리다; 퍼트리다","동사"
"diminution","축소; 감소","명사"
"put off","미루다; 연기하다","숙어"
"weigh down","짓누르다; 무겁게 누르다","숙어"
